"Point"	"x_coord"	"y_coord"	"z_coord"	"u"	"v"
250	+1.000021157e+00	-5.234112564e-02	+3.654070060e-02	0.501001804	0.500000000
251	+1.000021213e+00	-5.228450287e-02	+3.663323897e-02	0.503005411	0.500000000
252	+1.000021258e+00	-5.220235820e-02	+3.670891149e-02	0.505009018	0.500000000
253	+1.000021294e+00	-5.209588094e-02	+3.676864215e-02	0.507012625	0.500000000
254	+1.000021321e+00	-5.196626036e-02	+3.681335518e-02	0.509016232	0.500000000
255	+1.000021339e+00	-5.181468570e-02	+3.684397483e-02	0.511019840	0.500000000
256	+1.000021350e+00	-5.164234623e-02	+3.686142532e-02	0.513023447	0.500000000
257	+1.000021353e+00	-5.145043120e-02	+3.686663090e-02	0.515027054	0.500000000
258	+1.000021349e+00	-5.124012985e-02	+3.686051581e-02	0.517030661	0.500000000
259	+1.000021339e+00	-5.101263145e-02	+3.684400428e-02	0.519034269	0.500000000
260	+1.000021324e+00	-5.076912526e-02	+3.681802056e-02	0.521037876	0.500000000
261	+1.000021303e+00	-5.051080052e-02	+3.678348889e-02	0.523041483	0.500000000
262	+1.000021278e+00	-5.023884650e-02	+3.674133350e-02	0.525045090	0.500000000
263	+1.000021248e+00	-4.995445244e-02	+3.669247863e-02	0.527048697	0.500000000
264	+1.000021215e+00	-4.965880760e-02	+3.663784852e-02	0.529052305	0.500000000
265	+1.000021180e+00	-4.935310125e-02	+3.657836741e-02	0.531055912	0.500000000
266	+1.000021142e+00	-4.903852262e-02	+3.651495954e-02	0.533059519	0.500000000
267	+1.000021102e+00	-4.871626098e-02	+3.644854914e-02	0.535063126	0.500000000
268	+1.000021061e+00	-4.838750558e-02	+3.638006046e-02	0.537066733	0.500000000
269	+1.000021019e+00	-4.805344569e-02	+3.631041774e-02	0.539070341	0.500000000
270	+1.000020977e+00	-4.771527054e-02	+3.624054521e-02	0.541073948	0.500000000
271	+1.000020935e+00	-4.737416940e-02	+3.617136712e-02	0.543077555	0.500000000
272	+1.000020895e+00	-4.703133152e-02	+3.610380769e-02	0.545081162	0.500000000
273	+1.000020856e+00	-4.668794616e-02	+3.603879118e-02	0.547084770	0.500000000
274	+1.000020819e+00	-4.634520257e-02	+3.597724181e-02	0.549088377	0.500000000
275	+1.000020784e+00	-4.600425581e-02	+3.592004680e-02	0.551091984	0.500000000
276	+1.000020753e+00	-4.566563220e-02	+3.586741238e-02	0.553095591	0.500000000
277	+1.000020724e+00	-4.532930353e-02	+3.581894425e-02	0.555099198	0.500000000
278	+1.000020697e+00	-4.499522019e-02	+3.577422487e-02	0.557102806	0.500000000
279	+1.000020672e+00	-4.466333243e-02	+3.573283661e-02	0.559106413	0.500000000
280	+1.000020649e+00	-4.433359053e-02	+3.569436184e-02	0.561110020	0.500000000
281	+1.000020627e+00	-4.400594476e-02	+3.565838290e-02	0.563113627	0.500000000
282	+1.000020607e+00	-4.368034539e-02	+3.562448217e-02	0.565117234	0.500000000
283	+1.000020588e+00	-4.335674268e-02	+3.559224201e-02	0.567120842	0.500000000
284	+1.000020569e+00	-4.303508691e-02	+3.556124479e-02	0.569124449	0.500000000
285	+1.000020551e+00	-4.271532834e-02	+3.553107286e-02	0.571128056	0.500000000
286	+1.000020533e+00	-4.239741725e-02	+3.550130860e-02	0.573131663	0.500000000
287	+1.000020515e+00	-4.208130391e-02	+3.547153436e-02	0.575135271	0.500000000
288	+1.000020497e+00	-4.176693858e-02	+3.544133250e-02	0.577138878	0.500000000
289	+1.000020478e+00	-4.145427153e-02	+3.541028540e-02	0.579142485	0.500000000
290	+1.000020459e+00	-4.114325304e-02	+3.537797541e-02	0.581146092	0.500000000
291	+1.000020438e+00	-4.083383338e-02	+3.534398489e-02	0.583149699	0.500000000
292	+1.000020417e+00	-4.052596280e-02	+3.530789622e-02	0.585153307	0.500000000
293	+1.000020394e+00	-4.021959160e-02	+3.526929175e-02	0.587156914	0.500000000
294	+1.000020369e+00	-3.991467002e-02	+3.522775385e-02	0.589160521	0.500000000
295	+1.000020342e+00	-3.961114835e-02	+3.518286488e-02	0.591164128	0.500000000
296	+1.000020312e+00	-3.930897685e-02	+3.513420720e-02	0.593167735	0.500000000
297	+1.000020281e+00	-3.900810580e-02	+3.508136318e-02	0.595171343	0.500000000
298	+1.000020246e+00	-3.870848545e-02	+3.502391518e-02	0.597174950	0.500000000
299	+1.000020209e+00	-3.841006609e-02	+3.496144557e-02	0.599178557	0.500000000
300	+1.000020168e+00	-3.811279170e-02	+3.489357138e-02	0.601182164	0.500000000
301	+1.000020124e+00	-3.781651232e-02	+3.482042874e-02	0.603185772	0.500000000
302	+1.000020077e+00	-3.752100478e-02	+3.474255815e-02	0.605189379	0.500000000
303	+1.000020028e+00	-3.722604333e-02	+3.466051435e-02	0.607192986	0.500000000
304	+1.000019977e+00	-3.693140222e-02	+3.457485218e-02	0.609196593	0.500000000
305	+1.000019923e+00	-3.663685569e-02	+3.448612650e-02	0.611200200	0.500000000
306	+1.000019869e+00	-3.634217795e-02	+3.439489215e-02	0.613203808	0.500000000
307	+1.000019813e+00	-3.604714327e-02	+3.430170399e-02	0.615207415	0.500000000
308	+1.000019756e+00	-3.575152586e-02	+3.420711687e-02	0.617211022	0.500000000
309	+1.000019698e+00	-3.545509997e-02	+3.411168564e-02	0.619214629	0.500000000
310	+1.000019641e+00	-3.515763983e-02	+3.401596515e-02	0.621218236	0.500000000
311	+1.000019584e+00	-3.485891969e-02	+3.392051024e-02	0.623221844	0.500000000
312	+1.000019527e+00	-3.455871377e-02	+3.382587577e-02	0.625225451	0.500000000
313	+1.000019471e+00	-3.425679631e-02	+3.373261659e-02	0.627229058	0.500000000
314	+1.000019416e+00	-3.395294156e-02	+3.364128755e-02	0.629232665	0.500000000
315	+1.000019363e+00	-3.364692374e-02	+3.355244349e-02	0.631236273	0.500000000
316	+1.000019311e+00	-3.333851709e-02	+3.346663928e-02	0.633239880	0.500000000
317	+1.000019262e+00	-3.302749586e-02	+3.338442975e-02	0.635243487	0.500000000
318	+1.000019215e+00	-3.271363427e-02	+3.330636976e-02	0.637247094	0.500000000
319	+1.000019171e+00	-3.239670657e-02	+3.323301416e-02	0.639250701	0.500000000
320	+1.000019130e+00	-3.207648698e-02	+3.316491780e-02	0.641254309	0.500000000
321	+1.000019092e+00	-3.175274975e-02	+3.310263554e-02	0.643257916	0.500000000
322	+1.000019059e+00	-3.142526912e-02	+3.304672221e-02	0.645261523	0.500000000
323	+1.000019029e+00	-3.109381931e-02	+3.299773267e-02	0.647265130	0.500000000
324	+1.000019005e+00	-3.075817457e-02	+3.295622177e-02	0.649268737	0.500000000
325	+1.000018984e+00	-3.041813831e-02	+3.292268202e-02	0.651272345	0.500000000
326	+1.000018969e+00	-3.007387471e-02	+3.289683482e-02	0.653275952	0.500000000
327	+1.000018957e+00	-2.972579638e-02	+3.287787072e-02	0.655279559	0.500000000
328	+1.000018950e+00	-2.937432413e-02	+3.286496267e-02	0.657283166	0.500000000
329	+1.000018945e+00	-2.901987884e-02	+3.285728348e-02	0.659286774	0.500000000
330	+1.000018943e+00	-2.866288141e-02	+3.285400596e-02	0.661290381	0.500000000
331	+1.000018943e+00	-2.830375272e-02	+3.285430291e-02	0.663293988	0.500000000
332	+1.000018945e+00	-2.794291365e-02	+3.285734714e-02	0.665297595	0.500000000
333	+1.000018948e+00	-2.758078509e-02	+3.286231146e-02	0.667301202	0.500000000
334	+1.000018952e+00	-2.721778794e-02	+3.286836867e-02	0.669304810	0.500000000
335	+1.000018956e+00	-2.685434307e-02	+3.287469158e-02	0.671308417	0.500000000
336	+1.000018959e+00	-2.649087138e-02	+3.288045300e-02	0.673312024	0.500000000
337	+1.000018962e+00	-2.612779375e-02	+3.288482574e-02	0.675315631	0.500000000
338	+1.000018963e+00	-2.576553106e-02	+3.288698260e-02	0.677319238	0.500000000
339	+1.000018962e+00	-2.540450421e-02	+3.288609639e-02	0.679322846	0.500000000
340	+1.000018960e+00	-2.504513408e-02	+3.288133992e-02	0.681326453	0.500000000
341	+1.000018954e+00	-2.468784155e-02	+3.287188599e-02	0.683330060	0.500000000
342	+1.000018945e+00	-2.433304752e-02	+3.285690742e-02	0.685333667	0.500000000
343	+1.000018932e+00	-2.398117288e-02	+3.283557700e-02	0.687337275	0.500000000
344	+1.000018915e+00	-2.363263850e-02	+3.280706755e-02	0.689340882	0.500000000
345	+1.000018893e+00	-2.328786527e-02	+3.277055187e-02	0.691344489	0.500000000
346	+1.000018866e+00	-2.294727409e-02	+3.272520278e-02	0.693348096	0.500000000
347	+1.000018833e+00	-2.261128584e-02	+3.267019306e-02	0.695351703	0.500000000
348	+1.000018793e+00	-2.228032140e-02	+3.260469555e-02	0.697355311	0.500000000
349	+1.000018747e+00	-2.195480166e-02	+3.252788303e-02	0.699358918	0.500000000
350	+1.000018694e+00	-2.163508632e-02	+3.243903848e-02	0.701362525	0.500000000
351	+1.000018634e+00	-2.132090223e-02	+3.233858395e-02	0.703366132	0.500000000
352	+1.000018567e+00	-2.101159100e-02	+3.222763495e-02	0.705369739	0.500000000
353	+1.000018495e+00	-2.070648186e-02	+3.210732930e-02	0.707373347	0.500000000
354	+1.000018418e+00	-2.040490393e-02	+3.197880496e-02	0.709376954	0.500000000
355	+1.000018336e+00	-2.010618636e-02	+3.184319992e-02	0.711380561	0.500000000
356	+1.000018251e+00	-1.980965826e-02	+3.170165216e-02	0.713384168	0.500000000
357	+1.000018163e+00	-1.951464877e-02	+3.155529964e-02	0.715387776	0.500000000
358	+1.000018073e+00	-1.922048702e-02	+3.140528036e-02	0.717391383	0.500000000
359	+1.000017982e+00	-1.892650213e-02	+3.125273229e-02	0.719394990	0.500000000
360	+1.000017889e+00	-1.863202323e-02	+3.109879341e-02	0.721398597	0.500000000
361	+1.000017796e+00	-1.833637946e-02	+3.094460170e-02	0.723402204	0.500000000
362	+1.000017704e+00	-1.803889993e-02	+3.079129514e-02	0.725405812	0.500000000
363	+1.000017614e+00	-1.773891379e-02	+3.064001171e-02	0.727409419	0.500000000
364	+1.000017525e+00	-1.743575016e-02	+3.049188938e-02	0.729413026	0.500000000
365	+1.000017438e+00	-1.712873816e-02	+3.034806613e-02	0.731416633	0.500000000
366	+1.000017355e+00	-1.681720694e-02	+3.020967995e-02	0.733420240	0.500000000
367	+1.000017276e+00	-1.650048561e-02	+3.007786881e-02	0.735423848	0.500000000
368	+1.000017201e+00	-1.617790331e-02	+2.995377069e-02	0.737427455	0.500000000
369	+1.000017132e+00	-1.584878916e-02	+2.983852357e-02	0.739431062	0.500000000
370	+1.000017069e+00	-1.551247230e-02	+2.973326542e-02	0.741434669	0.500000000
371	+1.000017012e+00	-1.516828185e-02	+2.963913424e-02	0.743438277	0.500000000
372	+1.000016963e+00	-1.481554694e-02	+2.955726799e-02	0.745441884	0.500000000
373	+1.000016922e+00	-1.445359671e-02	+2.948880465e-02	0.747445491	0.500000000
374	+1.000016890e+00	-1.408176027e-02	+2.943488221e-02	0.749449098	0.500000000
375	+1.000016867e+00	-1.369948658e-02	+2.939645515e-02	0.751452705	0.500000000
376	+1.000016853e+00	-1.330727014e-02	+2.937287666e-02	0.753456313	0.500000000
377	+1.000016846e+00	-1.290616859e-02	+2.936263747e-02	0.755459920	0.500000000
378	+1.000016847e+00	-1.249725771e-02	+2.936420054e-02	0.757463527	0.500000000
379	+1.000016854e+00	-1.208161341e-02	+2.937602865e-02	0.759467134	0.500000000
380	+1.000016867e+00	-1.166031159e-02	+2.939658459e-02	0.761470741	0.500000000
381	+1.000016883e+00	-1.123442813e-02	+2.942433113e-02	0.763474349	0.500000000
382	+1.000016904e+00	-1.080503895e-02	+2.945773105e-02	0.765477956	0.500000000
383	+1.000016926e+00	-1.037321994e-02	+2.949524714e-02	0.767481563	0.500000000
384	+1.000016950e+00	-9.940046996e-03	+2.953534217e-02	0.769485170	0.500000000
385	+1.000016975e+00	-9.506596019e-03	+2.957647892e-02	0.771488778	0.500000000
386	+1.000016999e+00	-9.073942910e-03	+2.961712017e-02	0.773492385	0.500000000
387	+1.000017022e+00	-8.643163565e-03	+2.965572871e-02	0.775495992	0.500000000
388	+1.000017044e+00	-8.215333885e-03	+2.969076731e-02	0.777499599	0.500000000
389	+1.000017061e+00	-7.791529768e-03	+2.972069875e-02	0.779503206	0.500000000
390	+1.000017075e+00	-7.372827113e-03	+2.974398581e-02	0.781506814	0.500000000
391	+1.000017085e+00	-6.960301819e-03	+2.975909128e-02	0.783510421	0.500000000
392	+1.000017088e+00	-6.555029785e-03	+2.976447793e-02	0.785514028	0.500000000
393	+1.000017084e+00	-6.158086909e-03	+2.975860854e-02	0.787517635	0.500000000
394	+1.000017073e+00	-5.770549090e-03	+2.973994589e-02	0.789521242	0.500000000
395	+1.000017053e+00	-5.393492228e-03	+2.970695276e-02	0.791524850	0.500000000
396	+1.000017024e+00	-5.027992220e-03	+2.965809194e-02	0.793528457	0.500000000
397	+1.000016984e+00	-4.675124967e-03	+2.959182620e-02	0.795532064	0.500000000
398	+1.000016933e+00	-4.335966367e-03	+2.950661832e-02	0.797535671	0.500000000
399	+1.000016869e+00	-4.011592318e-03	+2.940093108e-02	0.799539279	0.500000000
400	+1.000016793e+00	-3.702855469e-03	+2.927349521e-02	0.801542886	0.500000000
401	+1.000016704e+00	-3.408952051e-03	+2.912502942e-02	0.803546493	0.500000000
402	+1.000016603e+00	-3.128288555e-03	+2.895720026e-02	0.805550100	0.500000000
403	+1.000016492e+00	-2.859245190e-03	+2.877170583e-02	0.807553707	0.500000000
404	+1.000016371e+00	-2.600202055e-03	+2.857024435e-02	0.809557315	0.500000000
405	+1.000016241e+00	-2.349539251e-03	+2.835451404e-02	0.811560922	0.500000000
406	+1.000016104e+00	-2.105636877e-03	+2.812621314e-02	0.813564529	0.500000000
407	+1.000015960e+00	-1.866875032e-03	+2.788703985e-02	0.815568136	0.500000000
408	+1.000015811e+00	-1.631633817e-03	+2.763869242e-02	0.817571743	0.500000000
409	+1.000015658e+00	-1.398293331e-03	+2.738286906e-02	0.819575351	0.500000000
410	+1.000015500e+00	-1.165233673e-03	+2.712126800e-02	0.821578958	0.500000000
411	+1.000015341e+00	-9.308349445e-04	+2.685558746e-02	0.823582565	0.500000000
412	+1.000015180e+00	-6.934772438e-04	+2.658752566e-02	0.825586172	0.500000000
413	+1.000015018e+00	-4.515406712e-04	+2.631878084e-02	0.827589780	0.500000000
414	+1.000014858e+00	-2.034053262e-04	+2.605105121e-02	0.829593387	0.500000000
415	+1.000014699e+00	+5.254869141e-05	+2.578603500e-02	0.831596994	0.500000000
416	+1.000014542e+00	+3.179412819e-04	+2.552543044e-02	0.833600601	0.500000000
417	+1.000014389e+00	+5.943923455e-04	+2.527093574e-02	0.835604208	0.500000000
418	+1.000014241e+00	+8.835217825e-04	+2.502424914e-02	0.837607816	0.500000000
419	+1.000014099e+00	+1.186949493e-03	+2.478706885e-02	0.839611423	0.500000000
420	+1.000013963e+00	+1.506295378e-03	+2.456109311e-02	0.841615030	0.500000000
421	+1.000013835e+00	+1.843179337e-03	+2.434802013e-02	0.843618637	0.500000000
422	+1.000013716e+00	+2.199221271e-03	+2.414954814e-02	0.845622244	0.500000000
423	+1.000013606e+00	+2.576041079e-03	+2.396737537e-02	0.847625852	0.500000000
424	+1.000013508e+00	+2.975258663e-03	+2.380320003e-02	0.849629459	0.500000000
425	+1.000013421e+00	+3.398089183e-03	+2.365836175e-02	0.851633066	0.500000000
426	+1.000013345e+00	+3.843179959e-03	+2.353192492e-02	0.853636673	0.500000000
427	+1.000013279e+00	+4.308093443e-03	+2.342199271e-02	0.855640281	0.500000000
428	+1.000013222e+00	+4.790353934e-03	+2.332663449e-02	0.857643888	0.500000000
429	+1.000013172e+00	+5.287485646e-03	+2.324391955e-02	0.859647495	0.500000000
430	+1.000013129e+00	+5.797012798e-03	+2.317191718e-02	0.861651102	0.500000000
431	+1.000013091e+00	+6.316459605e-03	+2.310869667e-02	0.863654709	0.500000000
432	+1.000013057e+00	+6.843350283e-03	+2.305232732e-02	0.865658317	0.500000000
433	+1.000013026e+00	+7.375209049e-03	+2.300087841e-02	0.867661924	0.500000000
434	+1.000012997e+00	+7.909560120e-03	+2.295241924e-02	0.869665531	0.500000000
435	+1.000012968e+00	+8.443927712e-03	+2.290501909e-02	0.871669138	0.500000000
436	+1.000012939e+00	+8.975836042e-03	+2.285674727e-02	0.873672745	0.500000000
437	+1.000012909e+00	+9.502809326e-03	+2.280567306e-02	0.875676353	0.500000000
438	+1.000012875e+00	+1.002237178e-02	+2.274986575e-02	0.877679960	0.500000000
439	+1.000012838e+00	+1.053204762e-02	+2.268739463e-02	0.879683567	0.500000000
440	+1.000012795e+00	+1.102936106e-02	+2.261632900e-02	0.881687174	0.500000000
441	+1.000012746e+00	+1.151183633e-02	+2.253473815e-02	0.883690782	0.500000000
442	+1.000012690e+00	+1.197699763e-02	+2.244069137e-02	0.885694389	0.500000000
443	+1.000012624e+00	+1.242236918e-02	+2.233225795e-02	0.887697996	0.500000000
444	+1.000012550e+00	+1.284547520e-02	+2.220750719e-02	0.889701603	0.500000000
445	+1.000012464e+00	+1.324383991e-02	+2.206450836e-02	0.891705210	0.500000000
446	+1.000012366e+00	+1.361498752e-02	+2.190133078e-02	0.893708818	0.500000000
447	+1.000012254e+00	+1.395644225e-02	+2.171604372e-02	0.895712425	0.500000000
448	+1.000012129e+00	+1.426572831e-02	+2.150671648e-02	0.897716032	0.500000000
449	+1.000011987e+00	+1.454036993e-02	+2.127141835e-02	0.899719639	0.500000000
450	+1.000011830e+00	+1.477830276e-02	+2.100858221e-02	0.901723246	0.500000000
451	+1.000011655e+00	+1.497970441e-02	+2.071862202e-02	0.903726854	0.500000000
452	+1.000011466e+00	+1.514559316e-02	+2.040269466e-02	0.905730461	0.500000000
453	+1.000011261e+00	+1.527701900e-02	+2.006198500e-02	0.907734068	0.500000000
454	+1.000011042e+00	+1.537503193e-02	+1.969767792e-02	0.909737675	0.500000000
455	+1.000010810e+00	+1.544068197e-02	+1.931095833e-02	0.911741283	0.500000000
456	+1.000010565e+00	+1.547501913e-02	+1.890301110e-02	0.913744890	0.500000000
457	+1.000010308e+00	+1.547909341e-02	+1.847502114e-02	0.915748497	0.500000000
458	+1.000010040e+00	+1.545395483e-02	+1.802817335e-02	0.917752104	0.500000000
459	+1.000009761e+00	+1.540065339e-02	+1.756365260e-02	0.919755711	0.500000000
460	+1.000009472e+00	+1.532023910e-02	+1.708264380e-02	0.921759319	0.500000000
461	+1.000009174e+00	+1.521376198e-02	+1.658633183e-02	0.923762926	0.500000000
462	+1.000008867e+00	+1.508227202e-02	+1.607590160e-02	0.925766533	0.500000000
463	+1.000008553e+00	+1.492681925e-02	+1.555253799e-02	0.927770140	0.500000000
464	+1.000008232e+00	+1.474845366e-02	+1.501742590e-02	0.929773747	0.500000000
465	+1.000007904e+00	+1.454822528e-02	+1.447175021e-02	0.931777355	0.500000000
466	+1.000007571e+00	+1.432718410e-02	+1.391669583e-02	0.933780962	0.500000000
467	+1.000007232e+00	+1.408638014e-02	+1.335344764e-02	0.935784569	0.500000000
468	+1.000006890e+00	+1.382686341e-02	+1.278319054e-02	0.937788176	0.500000000
469	+1.000006544e+00	+1.354968391e-02	+1.220710941e-02	0.939791784	0.500000000
470	+1.000006195e+00	+1.325589166e-02	+1.162638917e-02	0.941795391	0.500000000
471	+1.000005844e+00	+1.294653666e-02	+1.104221468e-02	0.943798998	0.500000000
472	+1.000005492e+00	+1.262266893e-02	+1.045577086e-02	0.945802605	0.500000000
473	+1.000005139e+00	+1.228533847e-02	+9.868242588e-03	0.947806212	0.500000000
474	+1.000004787e+00	+1.193559529e-02	+9.280814760e-03	0.949809820	0.500000000
475	+1.000004435e+00	+1.157438528e-02	+8.694777559e-03	0.951813427	0.500000000
476	+1.000004085e+00	+1.120216552e-02	+8.111915394e-03	0.953817034	0.500000000
477	+1.000003738e+00	+1.081922999e-02	+7.534177625e-03	0.955820641	0.500000000
478	+1.000003395e+00	+1.042586603e-02	+6.963520310e-03	0.957824248	0.500000000
479	+1.000003058e+00	+1.002236096e-02	+6.401899505e-03	0.959827856	0.500000000
480	+1.000002727e+00	+9.609002150e-03	+5.851271270e-03	0.961831463	0.500000000
481	+1.000002404e+00	+9.186076920e-03	+5.313591661e-03	0.963835070	0.500000000
482	+1.000002090e+00	+8.753872617e-03	+4.790816737e-03	0.965838677	0.500000000
483	+1.000001786e+00	+8.312676580e-03	+4.284902556e-03	0.967842285	0.500000000
484	+1.000001494e+00	+7.862776149e-03	+3.797805176e-03	0.969845892	0.500000000
485	+1.000001214e+00	+7.404458665e-03	+3.331480654e-03	0.971849499	0.500000000
486	+1.000000947e+00	+6.938011468e-03	+2.887885048e-03	0.973853106	0.500000000
487	+1.000000696e+00	+6.463721897e-03	+2.468974417e-03	0.975856713	0.500000000
488	+1.000000460e+00	+5.981877294e-03	+2.076704817e-03	0.977860321	0.500000000
489	+1.000000242e+00	+5.492764999e-03	+1.713032308e-03	0.979863928	0.500000000
490	+1.000000042e+00	+4.996672351e-03	+1.379912947e-03	0.981867535	0.500000000
491	+9.999998612e-01	+4.493886691e-03	+1.079302792e-03	0.983871142	0.500000000
492	+9.999997014e-01	+3.984695359e-03	+8.131579007e-04	0.985874749	0.500000000
493	+9.999995634e-01	+3.469385695e-03	+5.834343310e-04	0.987878357	0.500000000
494	+9.999994485e-01	+2.948245040e-03	+3.920881408e-04	0.989881964	0.500000000
495	+9.999993578e-01	+2.421560734e-03	+2.410753881e-04	0.991885571	0.500000000
496	+9.999992925e-01	+1.889620116e-03	+1.323521308e-04	0.993889178	0.500000000
497	+9.999992538e-01	+1.352710528e-03	+6.787442668e-05	0.995892786	0.500000000
498	+9.999992428e-01	+8.111193093e-04	+4.959833376e-05	0.997896393	0.500000000
499	+9.999992608e-01	+2.651338000e-04	+7.947990990e-05	0.999900000	0.500000000
